year,iso_code3,net_imports_cement_clinker_tonne
2048,BOL,87632.19409090909
2049,BOL,87632.19409090909
2050,BOL,87632.19409090909
2010,BRA,1065810.0
2011,BRA,1625697.5
2012,BRA,1965611.9
2013,BRA,1422844.0
2014,BRA,-139302.0
2015,BRA,793469.0
2016,BRA,261235.0
2017,BRA,316422.86
2018,BRA,487109.05
2019,BRA,455863.985
2020,BRA,442036.0
2021,BRA,240099.0
2022,BRA,729431.0313636364
2023,BRA,729431.0313636364
2024,BRA,729431.0313636364
2025,BRA,729431.0313636364
2026,BRA,729431.0313636364
2027,BRA,729431.0313636364
2028,BRA,729431.0313636364
2029,BRA,729431.0313636364
2030,BRA,729431.0313636364
2031,BRA,729431.0313636364
2032,BRA,729431.0313636364
2033,BRA,729431.0313636364
2034,BRA,729431.0313636364
2035,BRA,729431.0313636364
2036,BRA,729431.0313636364
2037,BRA,729431.0313636364
2038,BRA,729431.0313636364
2039,BRA,729431.0313636364
2040,BRA,729431.0313636364
2041,BRA,729431.0313636364
2042,BRA,729431.0313636364
2043,BRA,729431.0313636364
2044,BRA,729431.0313636364
2045,BRA,729431.0313636364
2046,BRA,729431.0313636364
2047,BRA,729431.0313636364
2048,BRA,729431.0313636364
2049,BRA,729431.0313636364
2050,BRA,729431.0313636364
2011,BRB,7.019
2012,BRB,2.998
2013,BRB,8409.210000000001
2014,BRB,944.0457777777779
2015,BRB,-0.002
2016,BRB,7.547000000000001
2017,BRB,3042.973
2018,BRB,1151.14
2019,BRB,-6.336
2020,BRB,3.5
2021,BRB,79.8
2022,BRB,944.0457777777779
2023,BRB,944.0457777777779
2024,BRB,944.0457777777779
2025,BRB,944.0457777777779
2026,BRB,944.0457777777779
2027,BRB,944.0457777777779
2028,BRB,944.0457777777779
2029,BRB,944.0457777777779
2030,BRB,944.0457777777779
2031,BRB,944.0457777777779
2032,BRB,944.0457777777779
2033,BRB,944.0457777777779
2034,BRB,944.0457777777779
2035,BRB,944.0457777777779
2036,BRB,944.0457777777779
2037,BRB,944.0457777777779
2038,BRB,944.0457777777779
2039,BRB,944.0457777777779
2040,BRB,944.0457777777779
2041,BRB,944.0457777777779
2042,BRB,944.0457777777779
2043,BRB,944.0457777777779
2044,BRB,944.0457777777779
2045,BRB,944.0457777777779
2046,BRB,944.0457777777779
2047,BRB,944.0457777777779
2048,BRB,944.0457777777779
2049,BRB,944.0457777777779
2050,BRB,944.0457777777779
2010,BRN,214956.947
2011,BRN,303337.734
2012,BRN,307584.843
2013,BRN,256698.889
2014,BRN,175981.931
2015,BRN,181798.837
2016,BRN,192599.939
2017,BRN,283985.0
2018,BRN,266245.966
2019,BRN,128920.0
2020,BRN,102164.9996
2021,BRN,229274.951
2022,BRN,221697.73775454547
2023,BRN,221697.73775454547
2024,BRN,221697.73775454547
2025,BRN,221697.73775454547
2026,BRN,221697.73775454547
2027,BRN,221697.73775454547
2028,BRN,221697.73775454547
2029,BRN,221697.73775454547
2030,BRN,221697.73775454547
2031,BRN,221697.73775454547
2032,BRN,221697.73775454547
2033,BRN,221697.73775454547
2034,BRN,221697.73775454547
2035,BRN,221697.73775454547
2036,BRN,221697.73775454547
2037,BRN,221697.73775454547
2038,BRN,221697.73775454547
2039,BRN,221697.73775454547
2040,BRN,221697.73775454547
2041,BRN,221697.73775454547
2042,BRN,221697.73775454547
2043,BRN,221697.73775454547
2044,BRN,221697.73775454547
2045,BRN,221697.73775454547
2046,BRN,221697.73775454547
2047,BRN,221697.73775454547
2048,BRN,221697.73775454547
2049,BRN,221697.73775454547
2050,BRN,221697.73775454547
2010,BTN,6927.350000000001
2011,BTN,13223.1
2012,BTN,-5809.299999999999
2013,BTN,5317.125000000001
2014,BTN,5317.125000000001
2015,BTN,5317.125000000001
2016,BTN,5317.125000000001
2017,BTN,5317.125000000001
2018,BTN,5317.125000000001
2019,BTN,5317.125000000001
2020,BTN,5317.125000000001
2021,BTN,5317.125000000001
2022,BTN,5317.125000000001
2023,BTN,5317.125000000001
2024,BTN,5317.125000000001
2025,BTN,5317.125000000001
2026,BTN,5317.125000000001
2027,BTN,5317.125000000001
2028,BTN,5317.125000000001
2029,BTN,5317.125000000001
2030,BTN,5317.125000000001
2031,BTN,5317.125000000001
2032,BTN,5317.125000000001
2033,BTN,5317.125000000001
2034,BTN,5317.125000000001
2035,BTN,5317.125000000001
2036,BTN,5317.125000000001
2037,BTN,5317.125000000001
2038,BTN,5317.125000000001
2039,BTN,5317.125000000001
2040,BTN,5317.125000000001
2041,BTN,5317.125000000001
2042,BTN,5317.125000000001
2043,BTN,5317.125000000001
2044,BTN,5317.125000000001
2045,BTN,5317.125000000001
2046,BTN,5317.125000000001
2047,BTN,5317.125000000001
2048,BTN,5317.125000000001
2049,BTN,5317.125000000001
2050,BTN,5317.125000000001
2010,BWA,322.63800000000003
2011,BWA,4701.04
2012,BWA,5867.97
2013,BWA,3510.1720000000005
2014,BWA,6529.675
2015,BWA,22328.14
2016,BWA,11570.763
2017,BWA,-111.48
2018,BWA,1116.135
2019,BWA,872.988
2020,BWA,1917.38
2021,BWA,3696.8
2022,BWA,4655.808272727273
2023,BWA,4655.808272727273
2024,BWA,4655.808272727273
2025,BWA,4655.808272727273
2026,BWA,4655.808272727273
2027,BWA,4655.808272727273
2028,BWA,4655.808272727273
2029,BWA,4655.808272727273
2030,BWA,4655.808272727273
2031,BWA,4655.808272727273
2032,BWA,4655.808272727273
2033,BWA,4655.808272727273
2034,BWA,4655.808272727273
2035,BWA,4655.808272727273
2036,BWA,4655.808272727273
2037,BWA,4655.808272727273
2038,BWA,4655.808272727273
2039,BWA,4655.808272727273
2040,BWA,4655.808272727273
2041,BWA,4655.808272727273
2042,BWA,4655.808272727273
2043,BWA,4655.808272727273
2044,BWA,4655.808272727273
2045,BWA,4655.808272727273
2046,BWA,4655.808272727273
2047,BWA,4655.808272727273
2048,BWA,4655.808272727273
2049,BWA,4655.808272727273
2050,BWA,4655.808272727273
2010,CAF,64.0
2011,CAF,215.53360000000004
2012,CAF,288.0
2013,CAF,215.53360000000004
2014,CAF,215.53360000000004
2015,CAF,215.53360000000004
2016,CAF,65.0
2017,CAF,215.53360000000004
2018,CAF,900.0
2019,CAF,210.668
2020,CAF,0.0
2021,CAF,215.53360000000004
2022,CAF,215.53360000000004
2023,CAF,215.53360000000004
2024,CAF,215.53360000000004
2025,CAF,215.53360000000004
2026,CAF,215.53360000000004
2027,CAF,215.53360000000004
2028,CAF,215.53360000000004
2029,CAF,215.53360000000004
2030,CAF,215.53360000000004
2031,CAF,215.53360000000004
2032,CAF,215.53360000000004
2033,CAF,215.53360000000004
2034,CAF,215.53360000000004
2035,CAF,215.53360000000004
2036,CAF,215.53360000000004
2037,CAF,215.53360000000004
2038,CAF,215.53360000000004
2039,CAF,215.53360000000004
2040,CAF,215.53360000000004
2041,CAF,215.53360000000004
2042,CAF,215.53360000000004
2043,CAF,215.53360000000004
2044,CAF,215.53360000000004
2045,CAF,215.53360000000004
2046,CAF,215.53360000000004
2047,CAF,215.53360000000004
2048,CAF,215.53360000000004
2049,CAF,215.53360000000004
2050,CAF,215.53360000000004
2010,CAN,-415711.0
2011,CAN,-517729.0
2012,CAN,-646905.0
2013,CAN,-661613.0
2014,CAN,-537380.0
2015,CAN,-588307.0
2016,CAN,-609072.0
2017,CAN,-672850.0
2018,CAN,-589739.0
2019,CAN,-572497.95
2020,CAN,-569552.7
2021,CAN,-587811.7
2022,CAN,-584080.7136363637
2023,CAN,-584080.7136363637
2024,CAN,-584080.7136363637
2025,CAN,-584080.7136363637
2026,CAN,-584080.7136363637
2027,CAN,-584080.7136363637
2028,CAN,-584080.7136363637
2029,CAN,-584080.7136363637
2030,CAN,-584080.7136363637
2031,CAN,-584080.7136363637
2032,CAN,-584080.7136363637
2033,CAN,-584080.7136363637
2034,CAN,-584080.7136363637
2035,CAN,-584080.7136363637
2036,CAN,-584080.7136363637
2037,CAN,-584080.7136363637
2038,CAN,-584080.7136363637
2039,CAN,-584080.7136363637
2040,CAN,-584080.7136363637
2041,CAN,-584080.7136363637
2042,CAN,-584080.7136363637
2043,CAN,-584080.7136363637
2044,CAN,-584080.7136363637
2045,CAN,-584080.7136363637
2046,CAN,-584080.7136363637
2047,CAN,-584080.7136363637
2048,CAN,-584080.7136363637
2049,CAN,-584080.7136363637
2050,CAN,-584080.7136363637
2010,CHE,67962.37
2011,CHE,46013.024
2012,CHE,2544.465
2013,CHE,62166.518000000004
2014,CHE,82741.209
2015,CHE,-16309.4
2016,CHE,8583.960000000001
2017,CHE,5382.369999999999
2018,CHE,29786.898
2019,CHE,-6.79378
2020,CHE,12545.359
2021,CHE,-39274.9
2022,CHE,21854.72042909091
2023,CHE,21854.72042909091
2024,CHE,21854.72042909091
2025,CHE,21854.72042909091
2026,CHE,21854.72042909091
2027,CHE,21854.72042909091
2028,CHE,21854.72042909091
2029,CHE,21854.72042909091
2030,CHE,21854.72042909091
2031,CHE,21854.72042909091
2032,CHE,21854.72042909091
2033,CHE,21854.72042909091
2034,CHE,21854.72042909091
2035,CHE,21854.72042909091
2036,CHE,21854.72042909091
2037,CHE,21854.72042909091
2038,CHE,21854.72042909091
2039,CHE,21854.72042909091
2040,CHE,21854.72042909091
2041,CHE,21854.72042909091
2042,CHE,21854.72042909091
2043,CHE,21854.72042909091
2044,CHE,21854.72042909091
2045,CHE,21854.72042909091
2046,CHE,21854.72042909091
2047,CHE,21854.72042909091
2048,CHE,21854.72042909091
2049,CHE,21854.72042909091
2050,CHE,21854.72042909091
2010,CHL,573907.0
2011,CHL,991330.0
2012,CHL,1172288.8
2013,CHL,-2920.0
2014,CHL,1080372.167
2015,CHL,0.0
2016,CHL,-3.1
2017,CHL,0.0
2018,CHL,2142610.0
2019,CHL,0.0
2020,CHL,1551418.819
2021,CHL,-1021.88
2022,CHL,585285.1641818181
2023,CHL,585285.1641818181
2024,CHL,585285.1641818181
2025,CHL,585285.1641818181
2026,CHL,585285.1641818181
2027,CHL,585285.1641818181
2028,CHL,585285.1641818181
2029,CHL,585285.1641818181
2030,CHL,585285.1641818181
2031,CHL,585285.1641818181
2032,CHL,585285.1641818181
2033,CHL,585285.1641818181
2034,CHL,585285.1641818181
2035,CHL,585285.1641818181
2036,CHL,585285.1641818181
2037,CHL,585285.1641818181
2038,CHL,585285.1641818181
2039,CHL,585285.1641818181
2040,CHL,585285.1641818181
2041,CHL,585285.1641818181
2042,CHL,585285.1641818181
2043,CHL,585285.1641818181
2044,CHL,585285.1641818181
2045,CHL,585285.1641818181
2046,CHL,585285.1641818181
2047,CHL,585285.1641818181
2048,CHL,585285.1641818181
2049,CHL,585285.1641818181
2050,CHL,585285.1641818181
2010,CHN,-5373558.0
2011,CHN,-261900.0
2012,CHN,-2612032.0
2013,CHN,-3349891.0
2014,CHN,-3625388.0
2015,CHN,-6551348.41
2016,CHN,-8248084.7
2017,CHN,-3227929.0
2018,CHN,-1503480.0
2019,CHN,-440697.0
2020,CHN,0.0
2021,CHN,-167168.0
2022,CHN,-2839766.705454545
2023,CHN,-2839766.705454545
2024,CHN,-2839766.705454545
2025,CHN,-2839766.705454545
2026,CHN,-2839766.705454545
2027,CHN,-2839766.705454545
2028,CHN,-2839766.705454545
2029,CHN,-2839766.705454545
2030,CHN,-2839766.705454545
2031,CHN,-2839766.705454545
2032,CHN,-2839766.705454545
2033,CHN,-2839766.705454545
2034,CHN,-2839766.705454545
2035,CHN,-2839766.705454545
2036,CHN,-2839766.705454545
2037,CHN,-2839766.705454545
2038,CHN,-2839766.705454545
2039,CHN,-2839766.705454545
2040,CHN,-2839766.705454545
2041,CHN,-2839766.705454545
2042,CHN,-2839766.705454545
2043,CHN,-2839766.705454545
2044,CHN,-2839766.705454545
2045,CHN,-2839766.705454545
2046,CHN,-2839766.705454545
2047,CHN,-2839766.705454545
2048,CHN,-2839766.705454545
2049,CHN,-2839766.705454545
2050,CHN,-2839766.705454545
2010,CIV,1156490.0
2011,CIV,972098.91
2012,CIV,1395320.0
2013,CIV,1490527.4
2014,CIV,1726598.5
2015,CIV,1911700.0
2016,CIV,2086666.98
2017,CIV,3027149.94
2018,CIV,3140654.045
2019,CIV,3068162.0
2020,CIV,3666540.43
2021,CIV,2132258.8535
2022,CIV,2132258.8535
2023,CIV,2132258.8535
2024,CIV,2132258.8535
2025,CIV,2132258.8535
2026,CIV,2132258.8535
2027,CIV,2132258.8535
2028,CIV,2132258.8535
2029,CIV,2132258.8535
2030,CIV,2132258.8535
2031,CIV,2132258.8535
2032,CIV,2132258.8535
2033,CIV,2132258.8535
2034,CIV,2132258.8535
2035,CIV,2132258.8535
2036,CIV,2132258.8535
2037,CIV,2132258.8535
2038,CIV,2132258.8535
2039,CIV,2132258.8535
2040,CIV,2132258.8535
2041,CIV,2132258.8535
2042,CIV,2132258.8535
2043,CIV,2132258.8535
2044,CIV,2132258.8535
2045,CIV,2132258.8535
2046,CIV,2132258.8535
2047,CIV,2132258.8535
2048,CIV,2132258.8535
2049,CIV,2132258.8535
2050,CIV,2132258.8535
2010,CMR,713812.972
2011,CMR,582715.0
2012,CMR,772513.0
2013,CMR,630689.95
2014,CMR,875564.55
2015,CMR,1340350.083
2016,CMR,1887380.0
2017,CMR,5257098.82
2018,CMR,1991000.0
2019,CMR,1391402.183125
2020,CMR,1391402.183125
2021,CMR,1391402.183125
2022,CMR,1391402.183125
2023,CMR,1391402.183125
2024,CMR,1391402.183125
2025,CMR,1391402.183125
2026,CMR,1391402.183125
2027,CMR,1391402.183125
2028,CMR,1391402.183125
2029,CMR,1391402.183125
2030,CMR,1391402.183125
2031,CMR,1391402.183125
2032,CMR,1391402.183125
2033,CMR,1391402.183125
2034,CMR,1391402.183125
2035,CMR,1391402.183125
2036,CMR,1391402.183125
2037,CMR,1391402.183125
2038,CMR,1391402.183125
2039,CMR,1391402.183125
2040,CMR,1391402.183125
2041,CMR,1391402.183125
2042,CMR,1391402.183125
2043,CMR,1391402.183125
2044,CMR,1391402.183125
2045,CMR,1391402.183125
2046,CMR,1391402.183125
2047,CMR,1391402.183125
2048,CMR,1391402.183125
2049,CMR,1391402.183125
2050,CMR,1391402.183125
2010,COG,85.35000000000001
2011,COG,72.894
2012,COG,298.5
2013,COG,1232.25
2014,COG,2186.07
2015,COG,41369.8
2016,COG,146374.0
2017,COG,144561.0
2018,COG,-22897.0
2019,COG,-113286.472
2020,COG,-25951.786
2021,COG,-9.592319999999999
2022,COG,14317.386334545456
2023,COG,14317.386334545456
2024,COG,14317.386334545456
2025,COG,14317.386334545456
2026,COG,14317.386334545456
2027,COG,14317.386334545456
2028,COG,14317.386334545456
2029,COG,14317.386334545456
2030,COG,14317.386334545456
2031,COG,14317.386334545456
2032,COG,14317.386334545456
2033,COG,14317.386334545456
2034,COG,14317.386334545456
2035,COG,14317.386334545456
2036,COG,14317.386334545456
2037,COG,14317.386334545456
2038,COG,14317.386334545456
2039,COG,14317.386334545456
2040,COG,14317.386334545456
2041,COG,14317.386334545456
2042,COG,14317.386334545456
2043,COG,14317.386334545456
2044,COG,14317.386334545456
2045,COG,14317.386334545456
2046,COG,14317.386334545456
2047,COG,14317.386334545456
2048,COG,14317.386334545456
2049,COG,14317.386334545456
2050,COG,14317.386334545456
2010,COK,221.57
2011,COK,354.116
2012,COK,287.84299999999996
2013,COK,287.84299999999996
2014,COK,287.84299999999996
2015,COK,287.84299999999996
2016,COK,287.84299999999996
2017,COK,287.84299999999996
2018,COK,287.84299999999996
2019,COK,287.84299999999996
2020,COK,287.84299999999996
2021,COK,287.84299999999996
2022,COK,287.84299999999996
2023,COK,287.84299999999996
2024,COK,287.84299999999996
2025,COK,287.84299999999996
2026,COK,287.84299999999996
2027,COK,287.84299999999996
2028,COK,287.84299999999996
2029,COK,287.84299999999996
2030,COK,287.84299999999996
2031,COK,287.84299999999996
2032,COK,287.84299999999996
2033,COK,287.84299999999996
2034,COK,287.84299999999996
2035,COK,287.84299999999996
2036,COK,287.84299999999996
2037,COK,287.84299999999996
2038,COK,287.84299999999996
2039,COK,287.84299999999996
2040,COK,287.84299999999996
2041,COK,287.84299999999996
2042,COK,287.84299999999996
2043,COK,287.84299999999996
2044,COK,287.84299999999996
2045,COK,287.84299999999996
2046,COK,287.84299999999996
2047,COK,287.84299999999996
2048,COK,287.84299999999996
2049,COK,287.84299999999996
2050,COK,287.84299999999996
2010,COL,196.20999999999998
2011,COL,1247.549
2012,COL,33246.97
2013,COL,283284.346
2014,COL,893365.1
2015,COL,811217.955
2016,COL,1211159.649
2017,COL,1126158.72833
2018,COL,675065.97632
2019,COL,965064.0
2020,COL,749253.0
2021,COL,729753.0
2022,COL,624848.5958318183
2023,COL,624848.5958318183
2024,COL,624848.5958318183
2025,COL,624848.5958318183
2026,COL,624848.5958318183
2027,COL,624848.5958318183
2028,COL,624848.5958318183
2029,COL,624848.5958318183
2030,COL,624848.5958318183
2031,COL,624848.5958318183
2032,COL,624848.5958318183
2033,COL,624848.5958318183
2034,COL,624848.5958318183
2035,COL,624848.5958318183
2036,COL,624848.5958318183
2037,COL,624848.5958318183
2038,COL,624848.5958318183
2039,COL,624848.5958318183
2040,COL,624848.5958318183
2041,COL,624848.5958318183
2042,COL,624848.5958318183
2043,COL,624848.5958318183
2044,COL,624848.5958318183
2045,COL,624848.5958318183
2046,COL,624848.5958318183
2047,COL,624848.5958318183
2048,COL,624848.5958318183
2049,COL,624848.5958318183
2050,COL,624848.5958318183
2010,COM,180498.0
2011,COM,608.665
2012,COM,4731.08
2013,COM,7344.66
2014,COM,7111.43
2015,COM,7933.81
2016,COM,3317.58
2017,COM,3208.57
2018,COM,1693.73
2019,COM,3329.53
2020,COM,4522.04
2021,COM,1020.3000000000001
2022,COM,12251.460227272728
2023,COM,12251.460227272728
2024,COM,12251.460227272728
2025,COM,12251.460227272728
2026,COM,12251.460227272728
2027,COM,12251.460227272728
2028,COM,12251.460227272728
2029,COM,12251.460227272728
2030,COM,12251.460227272728
2031,COM,12251.460227272728
2032,COM,12251.460227272728
2033,COM,12251.460227272728
2034,COM,12251.460227272728
2035,COM,12251.460227272728
2036,COM,12251.460227272728
2037,COM,12251.460227272728
2038,COM,12251.460227272728
2039,COM,12251.460227272728
2040,COM,12251.460227272728
2041,COM,12251.460227272728
2042,COM,12251.460227272728
2043,COM,12251.460227272728
2044,COM,12251.460227272728
2045,COM,12251.460227272728
2046,COM,12251.460227272728
2047,COM,12251.460227272728
2048,COM,12251.460227272728
2049,COM,12251.460227272728
2050,COM,12251.460227272728
2010,CRI,-236025.92
2011,CRI,-115439.0
2012,CRI,-210383.935
2013,CRI,-206410.933
2014,CRI,-200295.937
2015,CRI,-301469.008
2016,CRI,-315457.593
2017,CRI,-346276.72
2018,CRI,-194903.0
2019,CRI,-293287.0
2020,CRI,-284600.0
2021,CRI,-337621.72
2022,CRI,-255573.90054545455
2023,CRI,-255573.90054545455
2024,CRI,-255573.90054545455
2025,CRI,-255573.90054545455
2026,CRI,-255573.90054545455
2027,CRI,-255573.90054545455
2028,CRI,-255573.90054545455
2029,CRI,-255573.90054545455
2030,CRI,-255573.90054545455
2031,CRI,-255573.90054545455
2032,CRI,-255573.90054545455
2033,CRI,-255573.90054545455
2034,CRI,-255573.90054545455
2035,CRI,-255573.90054545455
2036,CRI,-255573.90054545455
2037,CRI,-255573.90054545455
2038,CRI,-255573.90054545455
2039,CRI,-255573.90054545455
2040,CRI,-255573.90054545455
2041,CRI,-255573.90054545455
2042,CRI,-255573.90054545455
2043,CRI,-255573.90054545455
2044,CRI,-255573.90054545455
2045,CRI,-255573.90054545455
2046,CRI,-255573.90054545455
2047,CRI,-255573.90054545455
2048,CRI,-255573.90054545455
2049,CRI,-255573.90054545455
2050,CRI,-255573.90054545455
2020,CYM,476.846
2021,CYM,881.777
2022,CYM,679.3115
2023,CYM,679.3115
2024,CYM,679.3115
2025,CYM,679.3115
2026,CYM,679.3115
2027,CYM,679.3115
2028,CYM,679.3115
2029,CYM,679.3115
2030,CYM,679.3115
2031,CYM,679.3115
2032,CYM,679.3115
2033,CYM,679.3115
2034,CYM,679.3115
2035,CYM,679.3115
2036,CYM,679.3115
2037,CYM,679.3115
2038,CYM,679.3115
2039,CYM,679.3115
2040,CYM,679.3115
2041,CYM,679.3115
2042,CYM,679.3115
2043,CYM,679.3115
2044,CYM,679.3115
2045,CYM,679.3115
2046,CYM,679.3115
2047,CYM,679.3115
2048,CYM,679.3115
2049,CYM,679.3115
2050,CYM,679.3115
2010,CYP,29511.8
2011,CYP,69752.5
2012,CYP,-36.72999999999956
2013,CYP,-729512.9
2014,CYP,-959715.3
2015,CYP,-1016810.0
2016,CYP,-847651.0
2017,CYP,-29329.199999999997
2018,CYP,15530.86
2019,CYP,39.809
2020,CYP,-299469.1290000001
2021,CYP,0.121
2022,CYP,-299469.1290000001
2023,CYP,-299469.1290000001
2024,CYP,-299469.1290000001
2025,CYP,-299469.1290000001
2026,CYP,-299469.1290000001
2027,CYP,-299469.1290000001
2028,CYP,-299469.1290000001
2029,CYP,-299469.1290000001
2030,CYP,-299469.1290000001
2031,CYP,-299469.1290000001
2032,CYP,-299469.1290000001
2033,CYP,-299469.1290000001
2034,CYP,-299469.1290000001
2035,CYP,-299469.1290000001
2036,CYP,-299469.1290000001
2037,CYP,-299469.1290000001
2038,CYP,-299469.1290000001
2039,CYP,-299469.1290000001
2040,CYP,-299469.1290000001
2041,CYP,-299469.1290000001
2042,CYP,-299469.1290000001
2043,CYP,-299469.1290000001
2044,CYP,-299469.1290000001
2045,CYP,-299469.1290000001
2046,CYP,-299469.1290000001
2047,CYP,-299469.1290000001
2048,CYP,-299469.1290000001
2049,CYP,-299469.1290000001
2050,CYP,-299469.1290000001
2010,CZE,33446.899999999994
2011,CZE,44857.63
2012,CZE,81908.2
2013,CZE,142801.94
2014,CZE,208419.425
2015,CZE,91813.6
2016,CZE,17138.448
2017,CZE,-3600.899999999998
2018,CZE,14600.500000000002
2019,CZE,36517.700000000004
2020,CZE,82285.90000000001
2021,CZE,0.0
2022,CZE,58889.098227272734
2023,CZE,58889.098227272734
2024,CZE,58889.098227272734
2025,CZE,58889.098227272734
2026,CZE,58889.098227272734
2027,CZE,58889.098227272734
2028,CZE,58889.098227272734
2029,CZE,58889.098227272734
2030,CZE,58889.098227272734
2031,CZE,58889.098227272734
2032,CZE,58889.098227272734
2033,CZE,58889.098227272734
2034,CZE,58889.098227272734
2035,CZE,58889.098227272734
2036,CZE,58889.098227272734
2037,CZE,58889.098227272734
2038,CZE,58889.098227272734
2039,CZE,58889.098227272734
2040,CZE,58889.098227272734
2041,CZE,58889.098227272734
2042,CZE,58889.098227272734
2043,CZE,58889.098227272734
2044,CZE,58889.098227272734
2045,CZE,58889.098227272734
2046,CZE,58889.098227272734
2047,CZE,58889.098227272734
2048,CZE,58889.098227272734
2049,CZE,58889.098227272734
2050,CZE,58889.098227272734
2011,Cape Verde,18.538
2012,Cape Verde,4.686333333333334
2013,Cape Verde,4.686333333333334
2014,Cape Verde,0.07
2015,Cape Verde,1.6300000000000001
2016,Cape Verde,4.686333333333334
2017,Cape Verde,4.686333333333334
2018,Cape Verde,4.686333333333334
2019,Cape Verde,4.686333333333334
2020,Cape Verde,3.125
2021,Cape Verde,4.686333333333334
2022,Cape Verde,4.686333333333334
2023,Cape Verde,4.686333333333334
2024,Cape Verde,4.686333333333334
2025,Cape Verde,4.686333333333334
2026,Cape Verde,4.686333333333334
2027,Cape Verde,4.686333333333334
2028,Cape Verde,4.686333333333334
2029,Cape Verde,4.686333333333334
2030,Cape Verde,4.686333333333334
2031,Cape Verde,4.686333333333334
2032,Cape Verde,4.686333333333334
2033,Cape Verde,4.686333333333334
