year,iso_code3,net_imports_cement_clinker_tonne
2036,KOR,-4571866.198454546
2037,KOR,-4571866.198454546
2038,KOR,-4571866.198454546
2039,KOR,-4571866.198454546
2040,KOR,-4571866.198454546
2041,KOR,-4571866.198454546
2042,KOR,-4571866.198454546
2043,KOR,-4571866.198454546
2044,KOR,-4571866.198454546
2045,KOR,-4571866.198454546
2046,KOR,-4571866.198454546
2047,KOR,-4571866.198454546
2048,KOR,-4571866.198454546
2049,KOR,-4571866.198454546
2050,KOR,-4571866.198454546
2010,KWT,512915.0
2011,KWT,507604.0
2012,KWT,1118087.7774
2013,KWT,621659.949
2014,KWT,1141650.0
2015,KWT,1270060.0
2016,KWT,1610920.0
2017,KWT,1106146.6
2018,KWT,1432420.175
2019,KWT,2116660.0
2020,KWT,1873226.0
2021,KWT,91892.1
2022,KWT,1118087.7774
2023,KWT,1118087.7774
2024,KWT,1118087.7774
2025,KWT,1118087.7774
2026,KWT,1118087.7774
2027,KWT,1118087.7774
2028,KWT,1118087.7774
2029,KWT,1118087.7774
2030,KWT,1118087.7774
2031,KWT,1118087.7774
2032,KWT,1118087.7774
2033,KWT,1118087.7774
2034,KWT,1118087.7774
2035,KWT,1118087.7774
2036,KWT,1118087.7774
2037,KWT,1118087.7774
2038,KWT,1118087.7774
2039,KWT,1118087.7774
2040,KWT,1118087.7774
2041,KWT,1118087.7774
2042,KWT,1118087.7774
2043,KWT,1118087.7774
2044,KWT,1118087.7774
2045,KWT,1118087.7774
2046,KWT,1118087.7774
2047,KWT,1118087.7774
2048,KWT,1118087.7774
2049,KWT,1118087.7774
2050,KWT,1118087.7774
2010,LAO,90220.90000000001
2011,LAO,167876.947
2012,LAO,194115.0
2013,LAO,155258.465
2014,LAO,75537.7
2015,LAO,88058.5
2016,LAO,342459.0
2017,LAO,20434.4
2018,LAO,369744.771
2019,LAO,74890.17
2020,LAO,-28105.7
2021,LAO,-60601.75
2022,LAO,121392.44477272728
2023,LAO,121392.44477272728
2024,LAO,121392.44477272728
2025,LAO,121392.44477272728
2026,LAO,121392.44477272728
2027,LAO,121392.44477272728
2028,LAO,121392.44477272728
2029,LAO,121392.44477272728
2030,LAO,121392.44477272728
2031,LAO,121392.44477272728
2032,LAO,121392.44477272728
2033,LAO,121392.44477272728
2034,LAO,121392.44477272728
2035,LAO,121392.44477272728
2036,LAO,121392.44477272728
2037,LAO,121392.44477272728
2038,LAO,121392.44477272728
2039,LAO,121392.44477272728
2040,LAO,121392.44477272728
2041,LAO,121392.44477272728
2042,LAO,121392.44477272728
2043,LAO,121392.44477272728
2044,LAO,121392.44477272728
2045,LAO,121392.44477272728
2046,LAO,121392.44477272728
2047,LAO,121392.44477272728
2048,LAO,121392.44477272728
2049,LAO,121392.44477272728
2050,LAO,121392.44477272728
2010,LBN,-94084.40000000001
2011,LBN,-122198.0
2012,LBN,-103722.0
2013,LBN,-109342.0
2014,LBN,-76106.0
2015,LBN,-35750.0
2016,LBN,-20403.7
2017,LBN,-12850.800000000001
2018,LBN,-20350.2
2019,LBN,-34000.0
2020,LBN,-179857.0
2021,LBN,30000.0
2022,LBN,-63975.96363636363
2023,LBN,-63975.96363636363
2024,LBN,-63975.96363636363
2025,LBN,-63975.96363636363
2026,LBN,-63975.96363636363
2027,LBN,-63975.96363636363
2028,LBN,-63975.96363636363
2029,LBN,-63975.96363636363
2030,LBN,-63975.96363636363
2031,LBN,-63975.96363636363
2032,LBN,-63975.96363636363
2033,LBN,-63975.96363636363
2034,LBN,-63975.96363636363
2035,LBN,-63975.96363636363
2036,LBN,-63975.96363636363
2037,LBN,-63975.96363636363
2038,LBN,-63975.96363636363
2039,LBN,-63975.96363636363
2040,LBN,-63975.96363636363
2041,LBN,-63975.96363636363
2042,LBN,-63975.96363636363
2043,LBN,-63975.96363636363
2044,LBN,-63975.96363636363
2045,LBN,-63975.96363636363
2046,LBN,-63975.96363636363
2047,LBN,-63975.96363636363
2048,LBN,-63975.96363636363
2049,LBN,-63975.96363636363
2050,LBN,-63975.96363636363
2010,LBY,3500.0
2011,LBY,3500.0
2012,LBY,3500.0
2013,LBY,3500.0
2014,LBY,3500.0
2015,LBY,3500.0
2016,LBY,3500.0
2017,LBY,3500.0
2018,LBY,3500.0
2019,LBY,3500.0
2020,LBY,3500.0
2021,LBY,3500.0
2022,LBY,3500.0
2023,LBY,3500.0
2024,LBY,3500.0
2025,LBY,3500.0
2026,LBY,3500.0
2027,LBY,3500.0
2028,LBY,3500.0
2029,LBY,3500.0
2030,LBY,3500.0
2031,LBY,3500.0
2032,LBY,3500.0
2033,LBY,3500.0
2034,LBY,3500.0
2035,LBY,3500.0
2036,LBY,3500.0
2037,LBY,3500.0
2038,LBY,3500.0
2039,LBY,3500.0
2040,LBY,3500.0
2041,LBY,3500.0
2042,LBY,3500.0
2043,LBY,3500.0
2044,LBY,3500.0
2045,LBY,3500.0
2046,LBY,3500.0
2047,LBY,3500.0
2048,LBY,3500.0
2049,LBY,3500.0
2050,LBY,3500.0
2010,LKA,1095830.0
2011,LKA,2347230.0
2012,LKA,2337549.9
2013,LKA,2644145.312
2014,LKA,3077731.651
2015,LKA,2881709.5
2016,LKA,3084133.352
2017,LKA,3879580.631
2018,LKA,2355347.7263700003
2019,LKA,4411138.1604
2020,LKA,0.0
2021,LKA,-4.325
2022,LKA,2355347.7263700003
2023,LKA,2355347.7263700003
2024,LKA,2355347.7263700003
2025,LKA,2355347.7263700003
2026,LKA,2355347.7263700003
2027,LKA,2355347.7263700003
2028,LKA,2355347.7263700003
2029,LKA,2355347.7263700003
2030,LKA,2355347.7263700003
2031,LKA,2355347.7263700003
2032,LKA,2355347.7263700003
2033,LKA,2355347.7263700003
2034,LKA,2355347.7263700003
2035,LKA,2355347.7263700003
2036,LKA,2355347.7263700003
2037,LKA,2355347.7263700003
2038,LKA,2355347.7263700003
2039,LKA,2355347.7263700003
2040,LKA,2355347.7263700003
2041,LKA,2355347.7263700003
2042,LKA,2355347.7263700003
2043,LKA,2355347.7263700003
2044,LKA,2355347.7263700003
2045,LKA,2355347.7263700003
2046,LKA,2355347.7263700003
2047,LKA,2355347.7263700003
2048,LKA,2355347.7263700003
2049,LKA,2355347.7263700003
2050,LKA,2355347.7263700003
2010,LSO,4503.78
2011,LSO,5812.62
2012,LSO,3832.167
2013,LSO,2446.6
2014,LSO,1104.9057
2015,LSO,1018.0
2016,LSO,85.3939
2017,LSO,731.73
2018,LSO,214.0
2019,LSO,916.929
2020,LSO,15191.625
2021,LSO,70276.21
2022,LSO,6450.28715
2023,LSO,6450.28715
2024,LSO,6450.28715
2025,LSO,6450.28715
2026,LSO,6450.28715
2027,LSO,6450.28715
2028,LSO,6450.28715
2029,LSO,6450.28715
2030,LSO,6450.28715
2031,LSO,6450.28715
2032,LSO,6450.28715
2033,LSO,6450.28715
2034,LSO,6450.28715
2035,LSO,6450.28715
2036,LSO,6450.28715
2037,LSO,6450.28715
2038,LSO,6450.28715
2039,LSO,6450.28715
2040,LSO,6450.28715
2041,LSO,6450.28715
2042,LSO,6450.28715
2043,LSO,6450.28715
2044,LSO,6450.28715
2045,LSO,6450.28715
2046,LSO,6450.28715
2047,LSO,6450.28715
2048,LSO,6450.28715
2049,LSO,6450.28715
2050,LSO,6450.28715
2010,LTU,176447.22
2011,LTU,227694.505
2012,LTU,173469.119
2013,LTU,24010.594
2014,LTU,16.689
2015,LTU,-3364.81
2016,LTU,25.712
2017,LTU,1213.44
2018,LTU,4.676
2019,LTU,34947.67
2020,LTU,27848.275
2021,LTU,6998.72
2022,LTU,50649.723863636355
2023,LTU,50649.723863636355
2024,LTU,50649.723863636355
2025,LTU,50649.723863636355
2026,LTU,50649.723863636355
2027,LTU,50649.723863636355
2028,LTU,50649.723863636355
2029,LTU,50649.723863636355
2030,LTU,50649.723863636355
2031,LTU,50649.723863636355
2032,LTU,50649.723863636355
2033,LTU,50649.723863636355
2034,LTU,50649.723863636355
2035,LTU,50649.723863636355
2036,LTU,50649.723863636355
2037,LTU,50649.723863636355
2038,LTU,50649.723863636355
2039,LTU,50649.723863636355
2040,LTU,50649.723863636355
2041,LTU,50649.723863636355
2042,LTU,50649.723863636355
2043,LTU,50649.723863636355
2044,LTU,50649.723863636355
2045,LTU,50649.723863636355
2046,LTU,50649.723863636355
2047,LTU,50649.723863636355
2048,LTU,50649.723863636355
2049,LTU,50649.723863636355
2050,LTU,50649.723863636355
2010,LUX,19584.16
2011,LUX,30018.049999999996
2012,LUX,34735.397000000004
2013,LUX,8826.795
2014,LUX,12384.167
2015,LUX,3427.001
2016,LUX,4000.883
2017,LUX,4988.478
2018,LUX,3972.485
2019,LUX,3616.9190000000003
2020,LUX,-5660.1
2021,LUX,13249.25
2022,LUX,10782.348772727273
2023,LUX,10782.348772727273
2024,LUX,10782.348772727273
2025,LUX,10782.348772727273
2026,LUX,10782.348772727273
2027,LUX,10782.348772727273
2028,LUX,10782.348772727273
2029,LUX,10782.348772727273
2030,LUX,10782.348772727273
2031,LUX,10782.348772727273
2032,LUX,10782.348772727273
2033,LUX,10782.348772727273
2034,LUX,10782.348772727273
2035,LUX,10782.348772727273
2036,LUX,10782.348772727273
2037,LUX,10782.348772727273
2038,LUX,10782.348772727273
2039,LUX,10782.348772727273
2040,LUX,10782.348772727273
2041,LUX,10782.348772727273
2042,LUX,10782.348772727273
2043,LUX,10782.348772727273
2044,LUX,10782.348772727273
2045,LUX,10782.348772727273
2046,LUX,10782.348772727273
2047,LUX,10782.348772727273
2048,LUX,10782.348772727273
2049,LUX,10782.348772727273
2050,LUX,10782.348772727273
2010,LVA,-68644.165
2011,LVA,-194499.25
2012,LVA,-162401.34
2013,LVA,-26861.641000000003
2014,LVA,-1912.9820000000002
2015,LVA,-683.419
2016,LVA,-345.43500000000006
2017,LVA,-0.5700000000000001
2018,LVA,1.8
2019,LVA,-43385.8842
2020,LVA,-24352.38
2021,LVA,-51408.185000000005
2022,LVA,-43385.8842
2023,LVA,-43385.8842
2024,LVA,-43385.8842
2025,LVA,-43385.8842
2026,LVA,-43385.8842
2027,LVA,-43385.8842
2028,LVA,-43385.8842
2029,LVA,-43385.8842
2030,LVA,-43385.8842
2031,LVA,-43385.8842
2032,LVA,-43385.8842
2033,LVA,-43385.8842
2034,LVA,-43385.8842
2035,LVA,-43385.8842
2036,LVA,-43385.8842
2037,LVA,-43385.8842
2038,LVA,-43385.8842
2039,LVA,-43385.8842
2040,LVA,-43385.8842
2041,LVA,-43385.8842
2042,LVA,-43385.8842
2043,LVA,-43385.8842
2044,LVA,-43385.8842
2045,LVA,-43385.8842
2046,LVA,-43385.8842
2047,LVA,-43385.8842
2048,LVA,-43385.8842
2049,LVA,-43385.8842
2050,LVA,-43385.8842
2013,MAC,506412.0
2014,MAC,358716.875
2015,MAC,421965.0
2016,MAC,358716.875
2017,MAC,357462.0
2018,MAC,260389.0
2019,MAC,358716.875
2020,MAC,358716.875
2021,MAC,272040.0
2022,MAC,358716.875
2023,MAC,358716.875
2024,MAC,358716.875
2025,MAC,358716.875
2026,MAC,358716.875
2027,MAC,358716.875
2028,MAC,358716.875
2029,MAC,358716.875
2030,MAC,358716.875
2031,MAC,358716.875
2032,MAC,358716.875
2033,MAC,358716.875
2034,MAC,358716.875
2035,MAC,358716.875
2036,MAC,358716.875
2037,MAC,358716.875
2038,MAC,358716.875
2039,MAC,358716.875
2040,MAC,358716.875
2041,MAC,358716.875
2042,MAC,358716.875
2043,MAC,358716.875
2044,MAC,358716.875
2045,MAC,358716.875
2046,MAC,358716.875
2047,MAC,358716.875
2048,MAC,358716.875
2049,MAC,358716.875
2050,MAC,358716.875
2010,MAR,326063.1
2011,MAR,36234.80000000001
2012,MAR,-110818.5
2013,MAR,-898683.0
2014,MAR,-975057.7477999998
2015,MAR,-1638785.493
2016,MAR,-1517376.14
2017,MAR,-1960334.99
2018,MAR,-1491270.2
2019,MAR,-993390.0
2020,MAR,-1039784.0
2021,MAR,-1279569.0
2022,MAR,-975057.7477999998
2023,MAR,-975057.7477999998
2024,MAR,-975057.7477999998
2025,MAR,-975057.7477999998
2026,MAR,-975057.7477999998
2027,MAR,-975057.7477999998
2028,MAR,-975057.7477999998
2029,MAR,-975057.7477999998
2030,MAR,-975057.7477999998
2031,MAR,-975057.7477999998
2032,MAR,-975057.7477999998
2033,MAR,-975057.7477999998
2034,MAR,-975057.7477999998
2035,MAR,-975057.7477999998
2036,MAR,-975057.7477999998
2037,MAR,-975057.7477999998
2038,MAR,-975057.7477999998
2039,MAR,-975057.7477999998
2040,MAR,-975057.7477999998
2041,MAR,-975057.7477999998
2042,MAR,-975057.7477999998
2043,MAR,-975057.7477999998
2044,MAR,-975057.7477999998
2045,MAR,-975057.7477999998
2046,MAR,-975057.7477999998
2047,MAR,-975057.7477999998
2048,MAR,-975057.7477999998
2049,MAR,-975057.7477999998
2050,MAR,-975057.7477999998
2012,MDA,9472.18
2013,MDA,8476.24
2014,MDA,38.7199999999998
2015,MDA,3312.81375
2016,MDA,3312.81375
2017,MDA,3312.81375
2018,MDA,3312.81375
2019,MDA,3312.81375
2020,MDA,-0.04
2021,MDA,0.225
2022,MDA,3312.81375
2023,MDA,3312.81375
2024,MDA,3312.81375
2025,MDA,3312.81375
2026,MDA,3312.81375
2027,MDA,3312.81375
2028,MDA,3312.81375
2029,MDA,3312.81375
2030,MDA,3312.81375
2031,MDA,3312.81375
2032,MDA,3312.81375
2033,MDA,3312.81375
2034,MDA,3312.81375
2035,MDA,3312.81375
2036,MDA,3312.81375
2037,MDA,3312.81375
2038,MDA,3312.81375
2039,MDA,3312.81375
2040,MDA,3312.81375
2041,MDA,3312.81375
2042,MDA,3312.81375
2043,MDA,3312.81375
2044,MDA,3312.81375
2045,MDA,3312.81375
2046,MDA,3312.81375
2047,MDA,3312.81375
2048,MDA,3312.81375
2049,MDA,3312.81375
2050,MDA,3312.81375
2010,MDG,33200.0
2011,MDG,29553.8
2012,MDG,15417.2
2013,MDG,7642.8
2014,MDG,3458.4
2015,MDG,7212.81
2016,MDG,11519.7
2017,MDG,10824.9
2018,MDG,2651.8
2019,MDG,1117.0
2020,MDG,1635.82
2021,MDG,10707.573
2022,MDG,10707.573
2023,MDG,10707.573
2024,MDG,10707.573
2025,MDG,10707.573
2026,MDG,10707.573
2027,MDG,10707.573
2028,MDG,10707.573
2029,MDG,10707.573
2030,MDG,10707.573
2031,MDG,10707.573
2032,MDG,10707.573
2033,MDG,10707.573
2034,MDG,10707.573
2035,MDG,10707.573
2036,MDG,10707.573
2037,MDG,10707.573
2038,MDG,10707.573
2039,MDG,10707.573
2040,MDG,10707.573
2041,MDG,10707.573
2042,MDG,10707.573
2043,MDG,10707.573
2044,MDG,10707.573
2045,MDG,10707.573
2046,MDG,10707.573
2047,MDG,10707.573
2048,MDG,10707.573
2049,MDG,10707.573
2050,MDG,10707.573
2010,MEX,-128635.22
2011,MEX,-441413.62
2012,MEX,-780184.83
2013,MEX,-793069.63
2014,MEX,3895.52
2015,MEX,0.0
2016,MEX,0.0
2017,MEX,29.734
2018,MEX,477.797
2019,MEX,0.0
2020,MEX,0.0
2021,MEX,-174431.3194
2022,MEX,-174431.3194
2023,MEX,-174431.3194
2024,MEX,-174431.3194
2025,MEX,-174431.3194
2026,MEX,-174431.3194
2027,MEX,-174431.3194
2028,MEX,-174431.3194
2029,MEX,-174431.3194
2030,MEX,-174431.3194
2031,MEX,-174431.3194
2032,MEX,-174431.3194
2033,MEX,-174431.3194
2034,MEX,-174431.3194
2035,MEX,-174431.3194
2036,MEX,-174431.3194
2037,MEX,-174431.3194
2038,MEX,-174431.3194
2039,MEX,-174431.3194
2040,MEX,-174431.3194
2041,MEX,-174431.3194
2042,MEX,-174431.3194
2043,MEX,-174431.3194
2044,MEX,-174431.3194
2045,MEX,-174431.3194
2046,MEX,-174431.3194
2047,MEX,-174431.3194
2048,MEX,-174431.3194
2049,MEX,-174431.3194
2050,MEX,-174431.3194
2010,MKD,1191.14
2011,MKD,8931.724
2012,MKD,-154117.0
2013,MKD,-20117.8
2014,MKD,-44490.21979999999
2015,MKD,-31581.3
2016,MKD,-45051.700000000004
2017,MKD,-78728.1
2018,MKD,-60003.7
2019,MKD,-52499.50000000001
2020,MKD,-31953.8
2021,MKD,-53564.8
2022,MKD,-44490.21979999999
2023,MKD,-44490.21979999999
2024,MKD,-44490.21979999999
2025,MKD,-44490.21979999999
2026,MKD,-44490.21979999999
2027,MKD,-44490.21979999999
2028,MKD,-44490.21979999999
2029,MKD,-44490.21979999999
2030,MKD,-44490.21979999999
2031,MKD,-44490.21979999999
2032,MKD,-44490.21979999999
2033,MKD,-44490.21979999999
2034,MKD,-44490.21979999999
2035,MKD,-44490.21979999999
2036,MKD,-44490.21979999999
2037,MKD,-44490.21979999999
2038,MKD,-44490.21979999999
2039,MKD,-44490.21979999999
2040,MKD,-44490.21979999999
2041,MKD,-44490.21979999999
2042,MKD,-44490.21979999999
2043,MKD,-44490.21979999999
2044,MKD,-44490.21979999999
2045,MKD,-44490.21979999999
2046,MKD,-44490.21979999999
2047,MKD,-44490.21979999999
2048,MKD,-44490.21979999999
2049,MKD,-44490.21979999999
2050,MKD,-44490.21979999999
2010,MLI,3020.0
2011,MLI,345.0
2012,MLI,35516.8
2013,MLI,94131.46666666667
2014,MLI,94131.46666666667
2015,MLI,94131.46666666667
2016,MLI,23334.8
2017,MLI,112262.0
2018,MLI,227662.2
2019,MLI,325641.0
2020,MLI,94131.46666666667
2021,MLI,94131.46666666667
2022,MLI,94131.46666666667
2023,MLI,94131.46666666667
2024,MLI,94131.46666666667
2025,MLI,94131.46666666667
2026,MLI,94131.46666666667
2027,MLI,94131.46666666667
2028,MLI,94131.46666666667
2029,MLI,94131.46666666667
2030,MLI,94131.46666666667
2031,MLI,94131.46666666667
2032,MLI,94131.46666666667
2033,MLI,94131.46666666667
2034,MLI,94131.46666666667
2035,MLI,94131.46666666667
2036,MLI,94131.46666666667
2037,MLI,94131.46666666667
2038,MLI,94131.46666666667
2039,MLI,94131.46666666667
2040,MLI,94131.46666666667
2041,MLI,94131.46666666667
2042,MLI,94131.46666666667
2043,MLI,94131.46666666667
2044,MLI,94131.46666666667
2045,MLI,94131.46666666667
2046,MLI,94131.46666666667
2047,MLI,94131.46666666667
2048,MLI,94131.46666666667
2049,MLI,94131.46666666667
2050,MLI,94131.46666666667
2010,MLT,36.19
2011,MLT,18.892699999999998
2012,MLT,18.892699999999998
2013,MLT,3.3689999999999998
2014,MLT,6.088
2015,MLT,18.892699999999998
2016,MLT,-0.093
2017,MLT,108.76820000000001
2018,MLT,-0.06000000000000001
2019,MLT,0.013000000000000001
2020,MLT,51.2
2021,MLT,0.004
2022,MLT,18.892699999999998
2023,MLT,18.892699999999998
2024,MLT,18.892699999999998
2025,MLT,18.892699999999998
2026,MLT,18.892699999999998
2027,MLT,18.892699999999998
2028,MLT,18.892699999999998
2029,MLT,18.892699999999998
2030,MLT,18.892699999999998
2031,MLT,18.892699999999998
2032,MLT,18.892699999999998
2033,MLT,18.892699999999998
2034,MLT,18.892699999999998
2035,MLT,18.892699999999998
2036,MLT,18.892699999999998
2037,MLT,18.892699999999998
2038,MLT,18.892699999999998
2039,MLT,18.892699999999998
2040,MLT,18.892699999999998
2041,MLT,18.892699999999998
2042,MLT,18.892699999999998
2043,MLT,18.892699999999998
2044,MLT,18.892699999999998
2045,MLT,18.892699999999998
2046,MLT,18.892699999999998
2047,MLT,18.892699999999998
2048,MLT,18.892699999999998
2049,MLT,18.892699999999998
2050,MLT,18.892699999999998
2010,MMR,16321.7
2011,MMR,37697.6
2012,MMR,216594.0
2013,MMR,132227.0
2014,MMR,192015.0
2015,MMR,8369.72
2016,MMR,93379.7
2017,MMR,30323.600000000002
2018,MMR,-2.0260000000000002
2019,MMR,-600.0
2020,MMR,178793.0
2021,MMR,57530.1
2022,MMR,77695.67218181818
2023,MMR,77695.67218181818
2024,MMR,77695.67218181818
2025,MMR,77695.67218181818
2026,MMR,77695.67218181818
2027,MMR,77695.67218181818
2028,MMR,77695.67218181818
2029,MMR,77695.67218181818
2030,MMR,77695.67218181818
2031,MMR,77695.67218181818
2032,MMR,77695.67218181818
2033,MMR,77695.67218181818
2034,MMR,77695.67218181818
2035,MMR,77695.67218181818
2036,MMR,77695.67218181818
2037,MMR,77695.67218181818
2038,MMR,77695.67218181818
2039,MMR,77695.67218181818
2040,MMR,77695.67218181818
2041,MMR,77695.67218181818
2042,MMR,77695.67218181818
2043,MMR,77695.67218181818
2044,MMR,77695.67218181818
2045,MMR,77695.67218181818
2046,MMR,77695.67218181818
2047,MMR,77695.67218181818
2048,MMR,77695.67218181818
2049,MMR,77695.67218181818
2050,MMR,77695.67218181818
2010,MNE,0.012
2011,MNE,186.9846
2012,MNE,186.9846
2013,MNE,72.0
2014,MNE,96.631
2015,MNE,74.54
2016,MNE,186.9846
2017,MNE,186.9846
2018,MNE,-0.01
2019,MNE,186.9846
2020,MNE,186.9846
2021,MNE,1383.49
2022,MNE,186.9846
2023,MNE,186.9846
2024,MNE,186.9846
2025,MNE,186.9846
2026,MNE,186.9846
2027,MNE,186.9846
2028,MNE,186.9846
2029,MNE,186.9846
2030,MNE,186.9846
2031,MNE,186.9846
2032,MNE,186.9846
2033,MNE,186.9846
2034,MNE,186.9846
2035,MNE,186.9846
2036,MNE,186.9846
2037,MNE,186.9846
2038,MNE,186.9846
2039,MNE,186.9846
2040,MNE,186.9846
2041,MNE,186.9846
2042,MNE,186.9846
2043,MNE,186.9846
2044,MNE,186.9846
2045,MNE,186.9846
2046,MNE,186.9846
2047,MNE,186.9846
2048,MNE,186.9846
2049,MNE,186.9846
2050,MNE,186.9846
2013,MNG,21008.3
2014,MNG,26782.0
2015,MNG,107744.0
2016,MNG,1998.5
2017,MNG,4853.58
2018,MNG,762.6800000000001
2019,MNG,6232.95
2020,MNG,12.0
2021,MNG,288.7
2022,MNG,14475.588749999999
2023,MNG,14475.588749999999
2024,MNG,14475.588749999999
2025,MNG,14475.588749999999
2026,MNG,14475.588749999999
2027,MNG,14475.588749999999
2028,MNG,14475.588749999999
2029,MNG,14475.588749999999
2030,MNG,14475.588749999999
2031,MNG,14475.588749999999
2032,MNG,14475.588749999999
2033,MNG,14475.588749999999
2034,MNG,14475.588749999999
2035,MNG,14475.588749999999
2036,MNG,14475.588749999999
2037,MNG,14475.588749999999
2038,MNG,14475.588749999999
2039,MNG,14475.588749999999
2040,MNG,14475.588749999999
2041,MNG,14475.588749999999
2042,MNG,14475.588749999999
2043,MNG,14475.588749999999
2044,MNG,14475.588749999999
2045,MNG,14475.588749999999
2046,MNG,14475.588749999999
2047,MNG,14475.588749999999
2048,MNG,14475.588749999999
2049,MNG,14475.588749999999
2050,MNG,14475.588749999999
2010,MOZ,209434.0
2011,MOZ,225107.0
2012,MOZ,166.941
2013,MOZ,162764.0
2014,MOZ,155511.999
2015,MOZ,643762.0
2016,MOZ,0.0
2017,MOZ,708891000.0
2018,MOZ,0.0
2019,MOZ,-9.0
2020,MOZ,0.0
2021,MOZ,-5766.0
2022,MOZ,32349032.176363636
2023,MOZ,32349032.176363636
2024,MOZ,32349032.176363636
2025,MOZ,32349032.176363636
2026,MOZ,32349032.176363636
2027,MOZ,32349032.176363636
2028,MOZ,32349032.176363636
2029,MOZ,32349032.176363636
2030,MOZ,32349032.176363636
2031,MOZ,32349032.176363636
2032,MOZ,32349032.176363636
2033,MOZ,32349032.176363636
2034,MOZ,32349032.176363636
2035,MOZ,32349032.176363636
2036,MOZ,32349032.176363636
2037,MOZ,32349032.176363636
2038,MOZ,32349032.176363636
2039,MOZ,32349032.176363636
2040,MOZ,32349032.176363636
2041,MOZ,32349032.176363636
2042,MOZ,32349032.176363636
2043,MOZ,32349032.176363636
2044,MOZ,32349032.176363636
2045,MOZ,32349032.176363636
2046,MOZ,32349032.176363636
2047,MOZ,32349032.176363636
2048,MOZ,32349032.176363636
2049,MOZ,32349032.176363636
2050,MOZ,32349032.176363636
2010,MRT,552959.0
2011,MRT,550562.0
2012,MRT,626470.0
2013,MRT,676902.0
2014,MRT,818972.0
2015,MRT,824345.0
2016,MRT,665999.0
2017,MRT,795033.0
2018,MRT,890223.0
2019,MRT,749828.0
2020,MRT,822958.0
2021,MRT,1125910.0
2022,MRT,751084.0909090909
2023,MRT,751084.0909090909
2024,MRT,751084.0909090909
2025,MRT,751084.0909090909
2026,MRT,751084.0909090909
2027,MRT,751084.0909090909
2028,MRT,751084.0909090909
2029,MRT,751084.0909090909
2030,MRT,751084.0909090909
2031,MRT,751084.0909090909
2032,MRT,751084.0909090909
2033,MRT,751084.0909090909
2034,MRT,751084.0909090909
2035,MRT,751084.0909090909
2036,MRT,751084.0909090909
2037,MRT,751084.0909090909
2038,MRT,751084.0909090909
2039,MRT,751084.0909090909
2040,MRT,751084.0909090909
2041,MRT,751084.0909090909
2042,MRT,751084.0909090909
2043,MRT,751084.0909090909
2044,MRT,751084.0909090909
2045,MRT,751084.0909090909
2046,MRT,751084.0909090909
2047,MRT,751084.0909090909
2048,MRT,751084.0909090909
2049,MRT,751084.0909090909
2050,MRT,751084.0909090909
2010,MUS,1.708
2011,MUS,5.187
2012,MUS,0.004
2013,MUS,0.445
2014,MUS,1.143357142857143
2015,MUS,1.143357142857143
2016,MUS,1.145
2017,MUS,0.297
2018,MUS,1.6130000000000002
2019,MUS,1.143357142857143
2020,MUS,0.2
2021,MUS,1.143357142857143
2022,MUS,1.143357142857143
2023,MUS,1.143357142857143
2024,MUS,1.143357142857143
2025,MUS,1.143357142857143
2026,MUS,1.143357142857143
2027,MUS,1.143357142857143
2028,MUS,1.143357142857143
2029,MUS,1.143357142857143
2030,MUS,1.143357142857143
2031,MUS,1.143357142857143
2032,MUS,1.143357142857143
2033,MUS,1.143357142857143
2034,MUS,1.143357142857143
2035,MUS,1.143357142857143
2036,MUS,1.143357142857143
2037,MUS,1.143357142857143
2038,MUS,1.143357142857143
2039,MUS,1.143357142857143
2040,MUS,1.143357142857143
2041,MUS,1.143357142857143
2042,MUS,1.143357142857143
2043,MUS,1.143357142857143
2044,MUS,1.143357142857143
2045,MUS,1.143357142857143
2046,MUS,1.143357142857143
2047,MUS,1.143357142857143
2048,MUS,1.143357142857143
2049,MUS,1.143357142857143
2050,MUS,1.143357142857143
2010,MWI,162228.0
2011,MWI,154143.0
2012,MWI,154402.0
2013,MWI,160078.948
2014,MWI,0.0
2015,MWI,190479.0
2016,MWI,132152.0
2017,MWI,138964.0
2018,MWI,101223.95
2019,MWI,93095.0
2020,MWI,122041.0
2021,MWI,113141.0
2022,MWI,129700.76345454546
2023,MWI,129700.76345454546
2024,MWI,129700.76345454546
2025,MWI,129700.76345454546
2026,MWI,129700.76345454546
2027,MWI,129700.76345454546
2028,MWI,129700.76345454546
2029,MWI,129700.76345454546
2030,MWI,129700.76345454546
2031,MWI,129700.76345454546
2032,MWI,129700.76345454546
2033,MWI,129700.76345454546
2034,MWI,129700.76345454546
2035,MWI,129700.76345454546
2036,MWI,129700.76345454546
2037,MWI,129700.76345454546
2038,MWI,129700.76345454546
2039,MWI,129700.76345454546
2040,MWI,129700.76345454546
2041,MWI,129700.76345454546
2042,MWI,129700.76345454546
2043,MWI,129700.76345454546
2044,MWI,129700.76345454546
2045,MWI,129700.76345454546
2046,MWI,129700.76345454546
2047,MWI,129700.76345454546
2048,MWI,129700.76345454546
2049,MWI,129700.76345454546
2050,MWI,129700.76345454546
2010,MYS,6615910.0
2011,MYS,1733558.0
2012,MYS,2008974.0
2013,MYS,1977937.0
2014,MYS,2127157.0
2015,MYS,2350965.0
2016,MYS,1165110.0
2017,MYS,180596.0
2018,MYS,-237732.0
2019,MYS,-987717.0
2020,MYS,95366.0
2021,MYS,-270797.0
