year,iso_code3,ef_ippu_tonne_c5f12_per_tonne_production_chemicals,ef_ippu_tonne_nf3_per_tonne_production_chemicals,ef_ippu_tonne_nf3_per_tonne_production_electronics,ef_ippu_tonne_sf6_per_tonne_production_metals,ef_ippu_tonne_sf6_per_tonne_production_chemicals,ef_ippu_tonne_sf6_per_tonne_production_electronics,ef_ippu_tonne_sf6_per_mmm_gdp_other_product_manufacturing,ef_ippu_tonne_chf3_per_tonne_production_chemicals,ef_ippu_tonne_chf3_per_tonne_production_electronics,ef_ippu_tonne_ch2f2_per_tonne_production_chemicals,ef_ippu_tonne_ch2f2_per_tonne_production_electronics,ef_ippu_tonne_ch3f_per_tonne_production_electronics,ef_ippu_tonne_c2hf5_per_tonne_production_chemicals,ef_ippu_tonne_chf2cf3_per_tonne_production_chemicals,ef_ippu_tonne_c2h3f3_per_tonne_production_chemicals,ef_ippu_tonne_ch3chf2_per_tonne_production_chemicals,ef_ippu_tonne_c3hf7_per_tonne_production_chemicals,ef_ippu_tonne_c4h5f5_per_tonne_production_chemicals,ef_ippu_tonne_cf4_per_tonne_production_metals,ef_ippu_tonne_cf4_per_tonne_production_chemicals,ef_ippu_tonne_cf4_per_tonne_production_electronics,ef_ippu_tonne_c2f6_per_tonne_production_metals,ef_ippu_tonne_c2f6_per_tonne_production_chemicals,ef_ippu_tonne_c2f6_per_tonne_production_electronics,ef_ippu_tonne_c3f8_per_tonne_production_chemicals,ef_ippu_tonne_c3f8_per_tonne_production_electronics,ef_ippu_tonne_cc4f8_per_tonne_production_chemicals,ef_ippu_tonne_cc4f8_per_tonne_production_electronics,ef_ippu_tonne_c4f10_per_tonne_production_chemicals,ef_ippu_tonne_c6f14_per_tonne_production_chemicals,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c5h2f10_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_cf4_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c4f10_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c6f14_per_mmm_gdp_product_use_ods_other
2027,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,TJK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.074940480564379e-05,0.0,0.0,1.467268569189986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.702930609173427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06275665869139736,0.09358524021488103,0.09358524021488103,0.4059041106263445,0.4059041106263445,0.1337411716251043,0.0,0.0,0.0,0.0,0.0,0.0,0.060544835542245365,0.060544835542245365,0.045879297953989116,0.0,0.0,0.0,0.0,0.0
2011,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9525055846428487e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045305037989191194,0.0840889466269253,0.0840889466269253,0.3852786178023431,0.3852786178023431,0.12879305944841332,0.0,0.0,0.0,0.0,0.0,0.0,0.05943812156038705,0.05943812156038705,0.04487896719942448,0.0,0.0,0.0,0.0,0.0
2012,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310495499308471e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03163719599598241,0.08080643125505212,0.08080643125505212,0.3673016150534755,0.3673016150534755,0.12448032728918128,0.0,0.0,0.0,0.0,0.0,0.0,0.05847257308908061,0.05847257308908061,0.045960229614447845,0.0,0.0,0.0,0.0,0.0
2013,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.595874349927199e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289466635500077,0.07957753839354434,0.07957753839354434,0.3514937337020046,0.3514937337020046,0.12068797621114821,0.0,0.0,0.0,0.0,0.0,0.0,0.05353296475014461,0.05353296475014461,0.04540695226544603,0.0,0.0,0.0,0.0,0.0
2014,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.303751731102101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03640585513709459,0.07848847734608241,0.07848847734608241,0.38523380456120027,0.38523380456120027,0.11732720312436909,0.0,0.0,0.0,0.0,0.0,0.0,0.05371846549833304,0.05371846549833304,0.04357251759672217,0.0,0.0,0.0,0.0,0.0
2015,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.158987013514702e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04365544769890243,0.07751668631827753,0.07751668631827753,0.43475343073969663,0.43475343073969663,0.1143282625887607,0.0,0.0,0.0,0.0,0.0,0.0,0.05547317421709078,0.05547317421709078,0.040402606605765244,0.0,0.0,0.0,0.0,0.0
2016,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.788035289697754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041059195265792894,0.08082593973016974,0.08082593973016974,0.47995476676026794,0.47995476676026794,0.12549506264064564,0.0,0.0,0.0,0.0,0.0,0.0,0.053901184457484326,0.053901184457484326,0.039144173982495284,0.0,0.0,0.0,0.0,0.0
2017,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5064336468590234e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038754414353824776,0.08337947022626656,0.08337947022626656,0.5104859129728359,0.5104859129728359,0.13837093473891426,0.0,0.0,0.0,0.0,0.0,0.0,0.05606426475466655,0.05606426475466655,0.0389614307479775,0.0,0.0,0.0,0.0,0.0
2018,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09582106606724e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03669463011976263,0.08672530551562618,0.08672530551562618,0.5527426598262302,0.5527426598262302,0.15421839439034432,0.0,0.0,0.0,0.0,0.0,0.0,0.05614255299551064,0.05614255299551064,0.03995097586820673,0.0,0.0,0.0,0.0,0.0
2019,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805058991668372e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03484274956812879,0.08234850961675176,0.08234850961675176,0.5248472054109733,0.5248472054109733,0.14643540150164197,0.0,0.0,0.0,0.0,0.0,0.0,0.05330918741389483,0.05330918741389483,0.03793475619280308,0.0,0.0,0.0,0.0,0.0
2020,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805058991668372e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03316880790215728,0.07839226038020394,0.07839226038020394,0.4996320999357793,0.4996320999357793,0.1394002414472505,0.0,0.0,0.0,0.0,0.0,0.0,0.05074806720675629,0.05074806720675629,0.0361122660114401,0.0,0.0,0.0,0.0,0.0
2021,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2022,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2023,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2024,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2025,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2026,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2027,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2028,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2029,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2030,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2031,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2032,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2033,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
2034,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9145474487000037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03612385859888945,0.08197769497795752,0.08197769497795752,0.5054057710077992,0.5054057710077992,0.14136208658206495,0.0,0.0,0.0,0.0,0.0,0.0,0.05374118135194124,0.05374118135194124,0.03853002792245043,0.0,0.0,0.0,0.0,0.0
