year,iso_code3,ef_ippu_tonne_c5f12_per_tonne_production_chemicals,ef_ippu_tonne_nf3_per_tonne_production_chemicals,ef_ippu_tonne_nf3_per_tonne_production_electronics,ef_ippu_tonne_sf6_per_tonne_production_metals,ef_ippu_tonne_sf6_per_tonne_production_chemicals,ef_ippu_tonne_sf6_per_tonne_production_electronics,ef_ippu_tonne_sf6_per_mmm_gdp_other_product_manufacturing,ef_ippu_tonne_chf3_per_tonne_production_chemicals,ef_ippu_tonne_chf3_per_tonne_production_electronics,ef_ippu_tonne_ch2f2_per_tonne_production_chemicals,ef_ippu_tonne_ch2f2_per_tonne_production_electronics,ef_ippu_tonne_ch3f_per_tonne_production_electronics,ef_ippu_tonne_c2hf5_per_tonne_production_chemicals,ef_ippu_tonne_chf2cf3_per_tonne_production_chemicals,ef_ippu_tonne_c2h3f3_per_tonne_production_chemicals,ef_ippu_tonne_ch3chf2_per_tonne_production_chemicals,ef_ippu_tonne_c3hf7_per_tonne_production_chemicals,ef_ippu_tonne_c4h5f5_per_tonne_production_chemicals,ef_ippu_tonne_cf4_per_tonne_production_metals,ef_ippu_tonne_cf4_per_tonne_production_chemicals,ef_ippu_tonne_cf4_per_tonne_production_electronics,ef_ippu_tonne_c2f6_per_tonne_production_metals,ef_ippu_tonne_c2f6_per_tonne_production_chemicals,ef_ippu_tonne_c2f6_per_tonne_production_electronics,ef_ippu_tonne_c3f8_per_tonne_production_chemicals,ef_ippu_tonne_c3f8_per_tonne_production_electronics,ef_ippu_tonne_cc4f8_per_tonne_production_chemicals,ef_ippu_tonne_cc4f8_per_tonne_production_electronics,ef_ippu_tonne_c4f10_per_tonne_production_chemicals,ef_ippu_tonne_c6f14_per_tonne_production_chemicals,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c5h2f10_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_cf4_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c4f10_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c6f14_per_mmm_gdp_product_use_ods_other
2014,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010935183907901576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3696009593085233,0.7968336518283677,0.7968336518283677,3.910984760032697,3.910984760032697,1.1911334399463376,0.0,0.0,0.0,0.0,0.0,0.0,0.5453625113805805,0.5453625113805805,0.44235844652837447,0.0,0.0,0.0,0.0,0.0
2015,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015274176220519072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44742512073217977,0.7944694321917698,0.7944694321917698,4.455793248768081,4.455793248768081,1.1717517584200938,0.0,0.0,0.0,0.0,0.0,0.0,0.5685451917594871,0.5685451917594871,0.4140868399559763,0.0,0.0,0.0,0.0,0.0
2016,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015439561063141616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4237074169716037,0.8340776737356457,0.8340776737356457,4.952859760237854,4.952859760237854,1.2950375329462827,0.0,0.0,0.0,0.0,0.0,0.0,0.5562295510258676,0.5562295510258676,0.40394551827887737,0.0,0.0,0.0,0.0,0.0
2017,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019028194931451804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40237764927810066,0.8657089535285497,0.8657089535285497,5.3002521134894245,5.3002521134894245,1.4366721206663895,0.0,0.0,0.0,0.0,0.0,0.0,0.5821017646318832,0.5821017646318832,0.40452710779141804,0.0,0.0,0.0,0.0,0.0
2018,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017794107796391986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3830924702416158,0.9054136123675534,0.9054136123675534,5.7706426375766,5.7706426375766,1.610042588690419,0.0,0.0,0.0,0.0,0.0,0.0,0.5861291647201043,0.5861291647201043,0.4170888287911534,0.0,0.0,0.0,0.0,0.0
2019,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020261622617514112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3655713458264779,0.8640035983846471,0.8640035983846471,5.506716417506259,5.506716417506259,1.5364056506103683,0.0,0.0,0.0,0.0,0.0,0.0,0.559321950232373,0.559321950232373,0.39801284628279215,0.0,0.0,0.0,0.0,0.0
2020,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030181112341831563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3495828194303051,0.8262157780402205,0.8262157780402205,5.265876204500812,5.265876204500812,1.4692098416924755,0.0,0.0,0.0,0.0,0.0,0.0,0.5348596014532816,0.5348596014532816,0.3806054674729966,0.0,0.0,0.0,0.0,0.0
2021,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2022,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2023,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2024,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2025,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2026,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2027,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2028,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2029,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2030,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2031,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2032,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2033,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2034,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2035,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2036,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2037,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2038,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2039,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2040,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2041,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2042,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2043,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2044,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2045,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2046,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2047,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2048,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2049,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2050,BEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021554513594950457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3761125353154828,0.8544803769245105,0.8544803769245105,5.274610562852016,5.274610562852016,1.4746209095739828,0.0,0.0,0.0,0.0,0.0,0.0,0.5600111874759512,0.5600111874759512,0.40134753487170227,0.0,0.0,0.0,0.0,0.0
2010,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008149678620097434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321475206879274,0.7935597143066014,0.7935597143066014,3.441879717302138,3.441879717302138,1.1340634162316499,0.0,0.0,0.0,0.0,0.0,0.0,0.5133923089587358,0.5133923089587358,0.3890353835921837,0.0,0.0,0.0,0.0,0.0
2011,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004883882446156796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3841095366006131,0.7129310317355226,0.7129310317355226,3.2665066354421524,3.2665066354421524,1.09194579988326,0.0,0.0,0.0,0.0,0.0,0.0,0.5039341069444581,0.5039341069444581,0.3804972725680208,0.0,0.0,0.0,0.0,0.0
2012,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028986206510055016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2681952730791725,0.685013565702604,0.685013565702604,3.1136948197069145,3.1136948197069145,1.0552465574034369,0.0,0.0,0.0,0.0,0.0,0.0,0.49568454719894595,0.49568454719894595,0.389614894398249,0.0,0.0,0.0,0.0,0.0
2013,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003855423392814309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24535953119034187,0.6745202191112253,0.6745202191112253,2.9793537657365383,2.9793537657365383,1.0229832420059384,0.0,0.0,0.0,0.0,0.0,0.0,0.4537596059552132,0.4537596059552132,0.384881365455775,0.0,0.0,0.0,0.0,0.0
2014,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004276329457547003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30855507025188833,0.6652229659182377,0.6652229659182377,3.2650188250222048,3.2650188250222048,0.99439741862727,0.0,0.0,0.0,0.0,0.0,0.0,0.45528659092365475,0.45528659092365475,0.3692954127683264,0.0,0.0,0.0,0.0,0.0
2015,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005203609827156452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3699654353745004,0.6569282865517923,0.6569282865517923,3.6843917072133654,3.6843917072133654,0.9688942281742882,0.0,0.0,0.0,0.0,0.0,0.0,0.47011678014876607,0.47011678014876607,0.342398789180682,0.0,0.0,0.0,0.0,0.0
2016,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000711384550564085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35187433907072185,0.6926725882103208,0.6926725882103208,4.113178308484138,4.113178308484138,1.0754837801973158,0.0,0.0,0.0,0.0,0.0,0.0,0.4619293612547042,0.4619293612547042,0.33546273715125013,0.0,0.0,0.0,0.0,0.0
2017,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043807088230607926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33547004733666486,0.7217582924210476,0.7217582924210476,4.418922718383891,4.418922718383891,1.1977813037430025,0.0,0.0,0.0,0.0,0.0,0.0,0.4853095037042038,0.4853095037042038,0.3372620997531408,0.0,0.0,0.0,0.0,0.0
2018,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045482697874662614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32052715338562876,0.7575446097319843,0.7575446097319843,4.828201282832575,4.828201282832575,1.3470960159754786,0.0,0.0,0.0,0.0,0.0,0.0,0.4904045795190635,0.4904045795190635,0.3489713254777968,0.0,0.0,0.0,0.0,0.0
