ipcc_categories_level_0,ipcc_categories_level_1,ipcc_categories_level_2,ipcc_categories_level_3,ipcc_categories_level_4,ipcc_categories_level_5,synthetic_categories,aggregation_category,secondary_category,gas,ipcc_account,included_in_inv,use_synthetic,sisepuede_fields,notes
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.2 - Liming ,,,,,Agriculture and Managed Soil,,co2,1,1,0,emission_co2e_co2_soil_lime_use,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.3 - Urea application ,,,,,Agriculture and Managed Soil,,co2,1,1,0,emission_co2e_co2_soil_urea_use,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.4 - Direct N2O Emissions from managed soils  (3)|3.C.5 - Indirect N2O Emissions from managed soils ,,,,,Agriculture and Managed Soil,,n2o,1,1,0,emission_co2e_n2o_agrc_crop_residues|emission_co2e_n2o_soil_fertilizer|emission_co2e_n2o_soil_mineral_soils|emission_co2e_n2o_soil_organic_soils,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.6 - Indirect N2O Emissions from manure management ,,,,,Agriculture and Managed Soil,,n2o,1,1,0,emission_co2e_n2o_lsmm_indirect_anaerobic_digester|emission_co2e_n2o_lsmm_indirect_anaerobic_lagoon|emission_co2e_n2o_lsmm_indirect_composting|emission_co2e_n2o_lsmm_indirect_daily_spread|emission_co2e_n2o_lsmm_indirect_deep_bedding|emission_co2e_n2o_lsmm_indirect_dry_lot|emission_co2e_n2o_lsmm_indirect_incineration|emission_co2e_n2o_lsmm_indirect_liquid_slurry|emission_co2e_n2o_lsmm_indirect_paddock_pasture_range|emission_co2e_n2o_lsmm_indirect_poultry_manure|emission_co2e_n2o_lsmm_indirect_storage_solid,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.7 - Rice cultivation ,,,,,Agriculture and Managed Soil,,ch4,1,1,0,emission_co2e_ch4_agrc_anaerobicdom_rice,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.8 - CH4 from Drained Organic Soils ,,,,,Agriculture and Managed Soil,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.9 - CH4 from Drainage Ditches on Organic Soils ,,,,,Agriculture and Managed Soil,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),,,,,Other Soils,Other Not Estimated Soils,Other Soils,n2o,1,0,1,emission_co2e_n2o_soil_paddock_pasture_range,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),CH4 from Wetlands,,,,,Wetlands,,ch4,1,1,0,emission_co2e_ch4_lndu_wetlands,
"3 - Agriculture, Forestry, and Other Land Use ",3.D - Other ,3.D.1 - Harvested Wood Products ,,,,,Forest Land - HWP,,co2,1,0,0,emission_co2e_co2_frst_harvested_wood_products,
"3 - Agriculture, Forestry, and Other Land Use ",3.D - Other ,3.D.2 - Other (please specify) ,,,,,,,co2,1,0,0,,
4 - Waste ,   4.A - Solid Waste Disposal ,4.A.1 - Managed Waste Disposal Sites,,,,,Solid Waste,,ch4,1,1,0,emission_co2e_ch4_waso_landfilled_chemical_industrial|emission_co2e_ch4_waso_landfilled_food|emission_co2e_ch4_waso_landfilled_glass|emission_co2e_ch4_waso_landfilled_metal|emission_co2e_ch4_waso_landfilled_nappies|emission_co2e_ch4_waso_landfilled_other|emission_co2e_ch4_waso_landfilled_paper|emission_co2e_ch4_waso_landfilled_plastic|emission_co2e_ch4_waso_landfilled_rubber_leather|emission_co2e_ch4_waso_landfilled_sludge|emission_co2e_ch4_waso_landfilled_textiles|emission_co2e_ch4_waso_landfilled_wood|emission_co2e_ch4_waso_landfilled_yard,
4 - Waste ,   4.A - Solid Waste Disposal ,4.A.2 - Unmanaged Waste Disposal Sites|4.A.3 - Uncategorised Waste Disposal Sites,,,,,Solid Waste,,ch4,1,1,0,emission_co2e_ch4_waso_open_dump_chemical_industrial|emission_co2e_ch4_waso_open_dump_food|emission_co2e_ch4_waso_open_dump_glass|emission_co2e_ch4_waso_open_dump_metal|emission_co2e_ch4_waso_open_dump_nappies|emission_co2e_ch4_waso_open_dump_other|emission_co2e_ch4_waso_open_dump_paper|emission_co2e_ch4_waso_open_dump_plastic|emission_co2e_ch4_waso_open_dump_rubber_leather|emission_co2e_ch4_waso_open_dump_sludge|emission_co2e_ch4_waso_open_dump_textiles|emission_co2e_ch4_waso_open_dump_wood|emission_co2e_ch4_waso_open_dump_yard,
4 - Waste ,   4.B - Biological Treatment of Solid Waste ,Anaerobic digestion at biogas facilities,,,,,Solid Waste,,ch4,1,1,0,emission_co2e_ch4_waso_biogas_food|emission_co2e_ch4_waso_biogas_sludge|emission_co2e_ch4_waso_biogas_yard,
4 - Waste ,   4.B - Biological Treatment of Solid Waste ,Composting,,,,,Solid Waste,,ch4,1,1,0,emission_co2e_ch4_waso_compost_food|emission_co2e_ch4_waso_compost_sludge|emission_co2e_ch4_waso_compost_yard,
4 - Waste ,   4.B - Biological Treatment of Solid Waste ,Composting,,,,,Solid Waste,,n2o,1,1,0,emission_co2e_n2o_waso_compost_food|emission_co2e_n2o_waso_compost_sludge|emission_co2e_n2o_waso_compost_yard,
4 - Waste ,   4.C - Incineration and Open Burning of Waste ,4.C.1 - Waste Incineration|4.C.2 - Open Burning of Waste,,,,,Solid Waste,,ch4,1,1,0,emission_co2e_ch4_waso_incineration,
4 - Waste ,   4.C - Incineration and Open Burning of Waste ,4.C.1 - Waste Incineration|4.C.2 - Open Burning of Waste,,,,,Solid Waste,,co2,1,1,0,emission_co2e_co2_waso_incineration,
4 - Waste ,   4.C - Incineration and Open Burning of Waste ,4.C.1 - Waste Incineration|4.C.2 - Open Burning of Waste,,,,,Solid Waste,,n2o,1,1,0,emission_co2e_n2o_waso_incineration,
4 - Waste ,   4.D - Wastewater Treatment and Discharge ,4.D.1 - Domestic Wastewater Treatment and Discharge|4.D.2 - Industrial Wastewater Treatment and Discharge,,,,,Wastewater Treatment,,ch4,1,1,0,emission_co2e_ch4_trww_treated_advanced_aerobic_treatment|emission_co2e_ch4_trww_treated_advanced_anaerobic_treatment|emission_co2e_ch4_trww_treated_latrine_improved_treatment|emission_co2e_ch4_trww_treated_latrine_unimproved_treatment|emission_co2e_ch4_trww_treated_primary_treatment|emission_co2e_ch4_trww_treated_secondary_aerobic_treatment|emission_co2e_ch4_trww_treated_secondary_anaerobic_treatment|emission_co2e_ch4_trww_treated_septic_treatment|emission_co2e_ch4_trww_untreated_no_sewerage_treatment|emission_co2e_ch4_trww_untreated_with_sewerage_treatment,
4 - Waste ,   4.D - Wastewater Treatment and Discharge ,4.D.1 - Domestic Wastewater Treatment and Discharge|4.D.2 - Industrial Wastewater Treatment and Discharge,,,,,Wastewater Treatment,,n2o,1,1,0,emission_co2e_n2o_trww_treated_advanced_aerobic_effluent|emission_co2e_n2o_trww_treated_advanced_aerobic_treatment|emission_co2e_n2o_trww_treated_advanced_anaerobic_effluent|emission_co2e_n2o_trww_treated_advanced_anaerobic_treatment|emission_co2e_n2o_trww_treated_latrine_improved_effluent|emission_co2e_n2o_trww_treated_latrine_improved_treatment|emission_co2e_n2o_trww_treated_latrine_unimproved_effluent|emission_co2e_n2o_trww_treated_latrine_unimproved_treatment|emission_co2e_n2o_trww_treated_primary_effluent|emission_co2e_n2o_trww_treated_primary_treatment|emission_co2e_n2o_trww_treated_secondary_aerobic_effluent|emission_co2e_n2o_trww_treated_secondary_aerobic_treatment|emission_co2e_n2o_trww_treated_secondary_anaerobic_effluent|emission_co2e_n2o_trww_treated_secondary_anaerobic_treatment|emission_co2e_n2o_trww_treated_septic_effluent|emission_co2e_n2o_trww_treated_septic_treatment|emission_co2e_n2o_trww_untreated_no_sewerage_effluent|emission_co2e_n2o_trww_untreated_no_sewerage_treatment|emission_co2e_n2o_trww_untreated_with_sewerage_effluent|emission_co2e_n2o_trww_untreated_with_sewerage_treatment,
