r,l,pp_hydropower,pp_solar,pp_biogas,pp_biomass,pp_coal,pp_gas,pp_geothermal,pp_nuclear,pp_ocean,pp_oil,pp_waste_incineration,pp_wind
australia,mar_may_wd12,0.1476286273113585,0.5985253109006552,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,mar_may_wd18,0.1476286273113585,0.01919837972927726,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,mar_may_wd6,0.1476286273113585,0.14936761371789356,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,mar_may_we0,0.1476286273113585,0.0,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,mar_may_we12,0.1476286273113585,0.5985253109006552,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,mar_may_we18,0.1476286273113585,0.01919837972927726,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,mar_may_we6,0.1476286273113585,0.14936761371789356,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,sep_nov_wd0,0.20878063928688814,0.0,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,sep_nov_wd12,0.20878063928688814,0.5507542039355993,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,sep_nov_wd18,0.20878063928688814,0.13768855098389982,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,sep_nov_wd6,0.20878063928688814,0.15735834398159984,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,sep_nov_we0,0.20878063928688814,0.0,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,sep_nov_we12,0.20878063928688814,0.5507542039355993,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,sep_nov_we18,0.20878063928688814,0.13768855098389982,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,sep_nov_we6,0.20878063928688814,0.15735834398159984,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
austria,dec_feb_wd0,0.23422879645721506,0.0,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
austria,dec_feb_wd12,0.23422879645721506,0.27245428287734474,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
