time_period,ef_frst_sequestration_mangroves_kt_co2_ha,ef_frst_sequestration_primary_kt_co2_ha,ef_frst_sequestration_secondary_kt_co2_ha,iso_alpha_3
15,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
16,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
17,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
18,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
19,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
20,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
21,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
22,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
23,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
24,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
25,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
26,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
27,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
28,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
29,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
30,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
31,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
32,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
33,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
34,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
35,0.003559756584063866,0.00017702374232401162,0.0034878855258422686,ARG
0,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
1,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
2,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
3,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
4,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
5,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
6,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
7,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
8,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
9,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
10,0.004114723743515509,0.0002092552951332709,0.004530360680226027,AUS
