time_period,ef_lndu_conv_croplands_to_croplands_gg_co2_ha,ef_lndu_conv_croplands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_croplands_to_forests_primary_gg_co2_ha,ef_lndu_conv_croplands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_croplands_to_grasslands_gg_co2_ha,ef_lndu_conv_croplands_to_other_gg_co2_ha,ef_lndu_conv_croplands_to_settlements_gg_co2_ha,ef_lndu_conv_croplands_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_croplands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_other_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_settlements_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_primary_to_croplands_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_primary_to_other_gg_co2_ha,ef_lndu_conv_forests_primary_to_settlements_gg_co2_ha,ef_lndu_conv_forests_primary_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_croplands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_other_gg_co2_ha,ef_lndu_conv_forests_secondary_to_settlements_gg_co2_ha,ef_lndu_conv_forests_secondary_to_wetlands_gg_co2_ha,ef_lndu_conv_grasslands_to_croplands_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_primary_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_grasslands_to_grasslands_gg_co2_ha,ef_lndu_conv_grasslands_to_other_gg_co2_ha,ef_lndu_conv_grasslands_to_settlements_gg_co2_ha,ef_lndu_conv_grasslands_to_wetlands_gg_co2_ha,ef_lndu_conv_other_to_croplands_gg_co2_ha,ef_lndu_conv_other_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_other_to_forests_primary_gg_co2_ha,ef_lndu_conv_other_to_forests_secondary_gg_co2_ha,ef_lndu_conv_other_to_grasslands_gg_co2_ha,ef_lndu_conv_other_to_other_gg_co2_ha,ef_lndu_conv_other_to_settlements_gg_co2_ha,ef_lndu_conv_other_to_wetlands_gg_co2_ha,ef_lndu_conv_settlements_to_croplands_gg_co2_ha,ef_lndu_conv_settlements_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_settlements_to_forests_primary_gg_co2_ha,ef_lndu_conv_settlements_to_forests_secondary_gg_co2_ha,ef_lndu_conv_settlements_to_grasslands_gg_co2_ha,ef_lndu_conv_settlements_to_other_gg_co2_ha,ef_lndu_conv_settlements_to_settlements_gg_co2_ha,ef_lndu_conv_settlements_to_wetlands_gg_co2_ha,ef_lndu_conv_wetlands_to_croplands_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_primary_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_wetlands_to_grasslands_gg_co2_ha,ef_lndu_conv_wetlands_to_other_gg_co2_ha,ef_lndu_conv_wetlands_to_settlements_gg_co2_ha,ef_lndu_conv_wetlands_to_wetlands_gg_co2_ha,iso_alpha_3
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149363,0,0,0,0.146434,0.146437,0.149363,0.149363,0.13522,0,0,0,0.13229,0.132294,0.13522,0.13522,0.145845,0,0,0,0.142915,0.142919,0.145845,0.145845,0.00293,0.0,0.0,0.0,0.0,4e-06,0.00293,0.00293,0.002926,0.0,0.0,0.0,0.0,0.0,0.002926,0.002926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIN
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173655,0,0,0,0.16903,0.16929,0.173655,0.173655,0.217312,0,0,0,0.212688,0.212948,0.217312,0.217312,0.151826,0,0,0,0.147201,0.147461,0.151826,0.151826,0.004624,0.0,0.0,0.0,0.0,0.00026,0.004624,0.004624,0.004364,0.0,0.0,0.0,0.0,0.0,0.004364,0.004364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBR
