qty_soil_organic_c_stock_dry_climate_tonne_per_ha,qty_soil_organic_c_stock_temperate_crop_grass_tonne_per_ha,qty_soil_organic_c_stock_temperate_forest_nutrient_poor_tonne_per_ha,qty_soil_organic_c_stock_temperate_forest_nutrient_rich_tonne_per_ha,qty_soil_organic_c_stock_tropical_crop_grass_tonne_per_ha,qty_soil_organic_c_stock_tropical_forest_tonne_per_ha,qty_soil_organic_c_stock_wet_climate_tonne_per_ha,iso_alpha_3,year,time_period
35.520325203252035,35.520325203252035,35.520325203252035,35.520325203252035,35.520325203252035,35.520325203252035,35.520325203252035,ABW,2049,34
35.520325203252035,35.520325203252035,35.520325203252035,35.520325203252035,35.520325203252035,35.520325203252035,35.520325203252035,ABW,2050,35
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2010,-5
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2011,-4
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2012,-3
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2013,-2
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2014,-1
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2015,0
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2016,1
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2017,2
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2018,3
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2019,4
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2020,5
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2021,6
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2022,7
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2023,8
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2024,9
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2025,10
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2026,11
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2027,12
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2028,13
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2029,14
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2030,15
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2031,16
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2032,17
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2033,18
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2034,19
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2035,20
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2036,21
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2037,22
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2038,23
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2039,24
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2040,25
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2041,26
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2042,27
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2043,28
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2044,29
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2045,30
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2046,31
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2047,32
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2048,33
33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,33.06377765244093,AFG,2049,34
